선박용도(통계용),사건명,위도,경도
어선,어선 다은2호.어선 일영호 충돌사건,34.83333333,126.2833333
어선,어선 성복호 선원부상사건,35.83333333,126.1666667
어선,어선 대은호 운항저해사건,35.04194444,128.6
어선,"어선 제508동민호, 어선 선명미상 충돌사건",29.7,125.6666667
어선,어선 광일호 운항저해사건,34.80527778,128.1805556
어선,어선 하동1호 운항저해사건,34.87833333,126.3855556
어선,무등록선 명성7호 운항저해사건,37.11583333,126.6766667
어선,무등록선 선명무 전복사건,35.80666667,126.3991667
어선,어선 만수호 선원사망사건,34.405,126.8708333
어선,무등록선 선명무 기관손상사건,37.32972222,126.2708333
어선,모터보트 찬규호 기관손상사건,37.35,126.4166667
어선,낚시어선 아레나호 부유물감김사건,35.73333333,126.25
어선,어선 조금호 추진축계손상사고,34.45777778,127.4522222
어선,무등록선 선명무 전복사건,35.98055556,126.55
어선,어선 홍원호 기관손상사건,36.05194444,126.5872222
어선,어선 창용호 전복사건,33.425,126.2636111
어선,무등록선박 우리호 전복사건,34.77833333,125.9113889
어선,무등록선 연길호 등 2척 전복사건,37.73083333,126.2719444
어선,어선 대양호 전복사건,36.09111111,126.5844444
어선,무등록선박 침몰사건,34.805,126.3619444
어선,어선 광만호 침수사건,34.80694444,126.3633333
어선,어선 문복호 해양오염사건,33.52027778,126.5327778
어선,무등록선 선명무 침수사건,35.97555556,126.6544444
어선,무등록선 선명무 기타사건,37.44138889,126.5902778
어선,무등록선박 부유물감김사건,34.70833333,127.7555556
어선,무등록선박 선원부상사건,34.50777778,127.1019444
어선,무등록선박 선원사망사건,34.7875,126.1777778
어선,무등록선 선명무 좌초사건,37.12666667,126.2988889
어선,낚시어선 동백호ㆍ낚시어선 선덕호 충돌사건,35.1075,129.1477778
어선,무등록선박 형일호 운항저해사건,34.93583333,127.7116667
어선,낚시어선 제니스호 승객부상사건,34.32055556,126.7419444
어선,"유조선 썬 브룸, 어선 리아 잉 유 윤 26606 접촉사건",37.98388889,123.1177778
어선,낚시어선 동백호ㆍ낚시어선 선덕호 충돌사건,35.1075,129.1477778
어선,무등록선 화성3호 전복사건,36.94666667,126.8280556
어선,무등록선 파라2호 전복사건,36.94666667,126.8280556
어선,무등록선 수복3호 침몰사건,36.94666667,126.8280556
어선,선명미상 어선 선원사망사건,34.34833333,126.4769444
어선,어선 럭셔리호 운항저해사건,34.67555556,127.575
어선,어선 효성호 등 6척 화재사건,34.72305556,127.7091667
어선,선원미상 어선 선원사망사건,34.29444444,126
어선,어선 성후2호 등 5척 침수사건,36.49166667,126.4091667
어선,"어선 해광호, 어선 평림1호 충돌사건",34.81666667,128.2833333
어선,어선 동성3호 기관손상사건,35.76666667,126.4333333
어선,"어선 제11창경호, 어선 희망호 충돌사건",37.8925,128.8452778
어선,어선 동성3호 침수사건,35.52055556,126.4902778
어선,어선 자광호 전복사건,35.03055556,128.7316667
어선,어선 대성호 기관손상사건,34.7875,126.3663889
어선,어선 자명호 기관손상사건,37.26666667,129.45
어선,어선 창길호 선원사망사건,36.6,126.2166667
어선,어선 화랑호 전복사건,37.76666667,128.9513889
어선,"어선 267선진호, 어선 자해호 충돌",34.92611111,128.0538889
어선,어선 보고파호 등 4척 화재사건,35.05722222,128.8463889
어선,어선 천광호 침몰사건,35.20138889,128.5794444
어선,어선 청일호 화재사건,34.80333333,126.3619444
어선,낚시어선 채리피싱호.어선 준태호 충돌사건,34.40194444,127.1183333
어선,어선 동방3호 운항저해사건,38.00472222,128.7386111
어선,어선 인덕호 선원사망사건,37.24083333,129.4069444
어선,어선 해성호·어선 동림호 충돌사건,34.84666667,128.0702778
어선,어선 현신호.어선 남양호 충돌사건,34.44611111,127.3163889
어선,어선 옥성호 기관손상사건,33.51666667,126.5
어선,어선 수덕호 침몰사건,35.17027778,126.3594444
어선,어선 청람호 전복사건,35.55111111,129.4563889
어선,어선 명성호 기관손상사건,34.71666667,127.7166667
어선,어선 유림호 좌초사건,34.31,126.8805556
어선,어선 보광호 기관손상사건,34.74888889,128.5705556
어선,어선 명선호 전복사건,34.88527778,127.805
어선,어선 선창호 기관손상사건,35.34694444,129.3338889
어선,어선 성진호 기관손상사건,35.05277778,128.5872222
어선,어선 광신호 부유물감김사건,34.51666667,127.1369444
어선,어선 영진호 침수사건,35.13916667,128.6730556
어선,어선 춘식호 기관손상사건,34.56055556,127.6688889
어선,어선 일오삼호 침몰사건,34.84333333,128.4355556
어선,어선 유진호 전복사건,34.88694444,127.6791667
어선,어선 해광호 침수사건,35.09055556,128.5791667
어선,"양식장관리선 수협8호, 어선 포세이돈호 충돌사건",35.80083333,126.3791667
어선,어선 조영호 어선 타이탄호 충돌사건,34.80277778,126.3522222
어선,어선 한진호 침수사건,34.31694444,126.7652778
어선,어선 동신호 어선 베드로2호 충돌사건,35.05,126.3216667
어선,어선 광명호 침수사건,37.18666667,126.6525
어선,어선 동승호 기관손상사건,36.12666667,129.4391667
어선,어선 금동호 추진축계손상사건,36.02805556,129.4394444
어선,어선 보길호 선원실종사건,35.15083333,126.2841667
어선,어선 해승호 부유물감김사건,35.62027778,126.2961111
어선,어선 동승호 기관손상사건,36.08333333,129.4333333
어선,어선 해조호 기관손상사건,35.43305556,129.3863889
어선,어선 해변호 전복사건,37.31083333,129.2941667
어선,어선 진성호 기관손상사건,34.52472222,127.1269444
어선,어선 화성호 침수사건,35.02527778,126.1427778
어선,어선 영신호 전복사건,34.38527778,127.4013889
어선,어선 문길호 기관손상사건,37.23333333,129.3666667
어선,어선 선명호 운항저해사건,34.51333333,127.1666667
어선,어선 제2동주호 화재사건,34.89944444,127.8402778
어선,어선 주일2호 침수사건,34.16138889,126.6047222
어선,어선 금성호 선원부상사건,34.83333333,128.2
어선,"어선 부영호, 무등록 고무보트 충돌사건",37.68388889,129.0502778
어선,어선 행운호 부유물감김사건,37.29027778,129.325
어선,어선 우진1호 기관손상사건,35.98333333,126.5166667
어선,어선 진우호 전복사건,34.77833333,125.9113889
어선,예선 지원3호ㆍ어선 영진호 충돌사건,35.47722222,129.4291667
어선,어선 유도호 기관손상사건,35.69944444,129.4772222
어선,어선 해금호 안전저해사건,35.515,129.4469444
어선,어선 해동호 기관손상사건,35.03416667,128.6908333
어선,"어선 대운호, 어선 동옥호 충돌사건",35.59638889,126.3730556
어선,낚시어선 해성호·어선 일성호 충돌사건,35.06694444,128.5616667
어선,어선 대영호 부이접촉사건,35.05222222,128.9841667
어선,어선 저두호 기관손상사건,34.54305556,126.7755556
어선,어선 패밀리호 침몰사건,34.90416667,127.7258333
어선,어선 문길호 전복사건,37.175,129.3433333
어선,어선 해상호 운항저해사건,36.06666667,129.4
어선,어선 윤성호 기관손상사건,34.75472222,126.2719444
어선,어선 스칼렛2호 침수사건,34.84777778,126.2266667
어선,어선 어산호 추진축계손상사건,35.64222222,129.4475
어선,어장관리선 신진호 전복사건,35.58416667,126.6083333
어선,어선 방주호 전복사건,34.67388889,125.1808333
어선,어선 수남호 침수사건,34.44833333,126.8183333
어선,어선 남도호 전복사건,35.095,128.8205556
어선,어선 화신호 기관손상사건,34.99388889,128.8077778
어선,어선 장진호 침수사건,35.95527778,126.3952778
어선,어선 남선호 침수사건,34.73666667,127.7466667
어선,어선 화신호 화재사건,35.09944444,128.8002778
어선,어선 순상호 기관손상사건,35.01555556,128.7552778
어선,어선 명성호 기관손상사건,35.01666667,128.6780556
어선,어선 금성호 기관손상사건,34.74555556,127.8502778
어선,어선 창신호 기관손상사건,34.76638889,128.3008333
어선,어선 부국호 전복사건,34.40805556,126.9513889
어선,어선 울산호 침수사건,35.46416667,129.3466667
어선,어선 경호호 기관손상사건,35.04972222,128.7816667
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,어선 무진호 안전저해사건(어망),35.61666667,129.45
어선,어선 삼복2호 기관손상사건,37.53361111,126.5822222
어선,어선 뿌리호.어선 모세호 충돌사건,34.79583333,126.3369444
어선,낚시어선 만경호 · 어선 해용호 충돌사건,35.02444444,128.725
어선,어선 팔송호 기관손상사건,35.61666667,129.45
어선,어선 성경호 전복사건,35.06305556,129.0213889
어선,"어선 유성호, 어선 재현호 충돌사건",34.50222222,127.1288889
어선,어선 영진호 기관손상사건,33.235,126.5388889
어선,어선 해양호 기관손상사건,35.82416667,126.4333333
어선,어선 동일호 등 2척 전복사건,34.91444444,127.8497222
어선,어선 제607광양호ㆍ어선 백구호 충돌사건,35.12555556,129.2094444
